"","Year","Week_no","State","District","Location","Total","Outbreak_Duration"
"2490",2015,11,"Selangor","Petaling","Usj 14 (Subang Perdana
Goodyear Court 9)",17,38
"2491",2015,11,"Selangor","Petaling","Seksyen U20 ( Flat Kos Rendah
& Fasa 2 Bbsb : Jln 2/1 - 2/4 )",9,38
"2492",2015,11,"Selangor","Kuala
Selangor","Kampung Tiram Setia (Site A)",11,38
"2493",2015,11,"Selangor","Sepang","Cyberia Condominium",18,38
"2494",2015,11,"Sabah","Kota
Kinabalu","Kg.Likas",17,38
"2495",2015,11,"Sabah","Kota
Kinabalu","Tmn. Sri Kepayan",12,38
"2496",2015,11,"Perak","Kinta","Bdr Baru Putra",4,37
"2497",2015,11,"Perak","Kinta","Tmn Perak",14,37
"2498",2015,11,"Selangor","Gombak","Kg Nakhoda",13,37
"2499",2015,11,"Selangor","Hulu Langat","Appt Jalan 6C/9-6C/11 Seksyen 16
Bandar Baru Bangi",6,37
"2500",2015,11,"Selangor","Hulu
Langat","Jalan Bm 6 Bandar Bukit
Mahkota",5,37
"2501",2015,11,"Sabah","Sandakan","Kg. Lupak Meluas Darat",5,37
"2502",2015,11,"Selangor","Gombak","Tmn Selayang Jaya",8,36
"2503",2015,11,"Selangor","Petaling","Pjs 7/15 (Teres)",5,36
"2504",2015,11,"Selangor","Petaling","Usj 4/3 - Usj 4/4",10,36
"2505",2015,11,"Selangor","Petaling","Taman Serdang Utama 14",8,35
"2506",2015,11,"Selangor","Petaling","Taman Sungai Besi Indah (Sri
Jasa)",9,35
"2507",2015,11,"Selangor","Gombak","Appt Desa Temenggong",8,34
"2508",2015,11,"Selangor","Hulu
Langat","Appt Kelompok Rajawali
Seksyen 9 Bandar Baru Bangi",11,34
"2509",2015,11,"Selangor","Petaling","Seksyen U12 ( Desa Alam Teres
B : Jln U12/3 - U12/8 )",10,34
"2510",2015,11,"Selangor","Petaling","Seksyen 15 ( Kaw Perindustrian B : Jln 15/7 - 15/16, Jln 15/20 - 21 )",7,34
"2511",2015,11,"Selangor","Petaling","Taman Bukit Serdang 3",6,34
"2512",2015,11,"Selangor","Hulu
Langat","Appt Intana Ria Seksyen 7
Bandar Baru Bangi",4,34
"2513",2015,11,"Selangor","Gombak","Tmn Keramat",5,33
"2514",2015,11,"Selangor","Hulu Langat","Seksyen 1 Bandar Teknologi",7,33
"2515",2015,11,"Selangor","Petaling","Ss 17/2",7,33
"2516",2015,11,"Sarawak","Sibu","Jalan Mui Huong",6,33
"2517",2015,11,"Sabah","Kota
Kinabalu","Kepayan Ridge",7,33
"2518",2015,11,"Selangor","Gombak","Kg Sg Bakau",8,32
"2519",2015,11,"Selangor","Hulu
Langat","Taman Desa Serdang",6,32
"2520",2015,11,"Selangor","Petaling","Seksyen 15 ( Kaw Perindustrian
C : Jln 15/17 - 15/19 )",5,32
"2521",2015,11,"Selangor","Petaling","Tmn Puchong Permai 1 ( Flat 38
Blok A )",8,32
"2522",2015,11,"Selangor","Sepang","Kg.D.A.Baginda",14,32
"2523",2015,11,"Selangor","Petaling","Putra Height 9 ( P'Puri Seri
Mutiara )",9,31
"2524",2015,11,"Selangor","Petaling","Usj 1 (Pangsapuri Jati 1)",7,31
"2525",2015,11,"P Pinang","Barat
Daya","Flat Sri Bayu",7,31
"2526",2015,12,"Selangor","Petaling","Seksyen 7 (Flat A : Blok 1 - 12, Blok 38 - 43)",119,235
"2527",2015,12,"Selangor","Petaling","Seksyen 7 (Pusat Komersial A : Jln Aa 7/Aa - Ac 7/Ac, T 7/T - Z 7/Z) ",275,221
"2528",2015,12,"Selangor","Petaling","Sri Pjs 8 Mentari Court",167,174
"2529",2015,12,"Selangor","Petaling","Pjs 9 /1(Lagoon Perdana & Rumah Kedai)",144,153
"2530",2015,12,"Selangor","Petaling","Seksyen U10 ( Puncak Perdana : Uitm )",66,144
"2531",2015,12,"Selangor","Petaling","Seksyen U2 ( Teres C : U2/15 - 28 )",75,144
"2532",2015,12,"Selangor","Petaling","Seksyen 6 ( Teres A : Jln 6/1A - 6/2F & 6/9A - 6/10A )",49,143
"2533",2015,12,"Perak","Kinta","Kg Das Tambahan 2",68,142
"2534",2015,12,"Selangor","Petaling","Ss 18/5, 6",28,139
"2535",2015,12,"Perak","Kinta","Kg Baru Buntong",53,128
"2536",2015,12,"Selangor","Petaling","Seksyen U5 ( Pangsapuri Mutiara Subang : Blok 1 - 7 )",33,128
"2537",2015,12,"Selangor","Hulu Langat","Jalan 3/13-22 Seksyen 3 Bandar Baru Bangi ",77,126
"2538",2015,12,"Selangor","Hulu Langat","Kuis",59,124
"2539",2015,12,"Selangor","Petaling","Tm Pjs 2B Flat Desa Mentari ( Blok 9, 10 )",42,124
"2540",2015,12,"Selangor","Petaling","Ss 15/2, 3 (Teres)",41,121
"2541",2015,12,"Selangor","Petaling","Ss 18/4",38,120
"2542",2015,12,"Perak","Kinta","Kg Sg Tapah Tambahan",63,118
"2543",2015,12,"Selangor","Petaling","Seksyen U2 (Pangsapuri Ilham)",60,118
"2544",2015,12,"Perak","Kinta","Tmn Ipoh Jaya",41,116
"2545",2015,12,"Selangor","Petaling","Sri Ss 5C",34,115
"2546",2015,12,"Perak","Kinta","Tmn Cempaka",63,114
"2547",2015,12,"Selangor","Petaling","Ss 18/1",53,113
"2548",2015,12,"Perak","Kinta","Kg Baru Kuala Kuang",58,109
"2549",2015,12,"Perak","Kinta","Bandar Lahat Baru",45,108
"2550",2015,12,"Perak","Kinta","Tmn Bersatu",26,106
"2551",2015,12,"Selangor","Petaling","Seksyen 7 (Teres E : Jln 7/29 - 7/35)",141,106
"2552",2015,12,"Selangor","Petaling","Seksyen 15 ( Dataran Otomobil : Blok 1 - 18 )",61,105
"2553",2015,12,"Selangor","Hulu Langat","Jalan Taming Kiri Taman Taming Jaya ",19,99
"2554",2015,12,"Selangor","Petaling","Du Ss 2 ( 1 )",35,97
"2555",2015,12,"Selangor","Petaling","Bt 13 Kg Kenangan",23,97
"2556",2015,12,"Selangor","Hulu Langat","Flat Sri Nilam Bandar Baru Ampang ",59,95
"2557",2015,12,"Selangor","Petaling","Ss 14/5",19,95
"2558",2015,12,"Selangor","Petaling","Du Ss 21 ( 2 )",21,95
"2559",2015,12,"Selangor","Petaling","Bl Pju 6A Kg Sg Kayu Ara 5 ( Jln Teratai, Melur, Mawar, Melati )",30,94
"2560",2015,12,"Selangor","Gombak","Kg Baru Kundang",37,93
"2561",2015,12,"Selangor","Petaling","Seksyen 16 ( Pangsapuri Anggerik Indah )",19,93
"2562",2015,12,"Selangor","Petaling","Usj 2/2",26,93
"2563",2015,12,"Selangor","Petaling","Usj 1 (Angsana Appt)",46,90
"2564",2015,12,"Selangor","Gombak","Tmn Rawang Perdana",26,89
"2565",2015,12,"Selangor","Petaling","Tmn Puchong Utama 7 Court 2",39,87
"2566",2015,12,"Perak","Kinta","Rapat Setia",34,86
"2567",2015,12,"Selangor","Petaling","Bl Pju 10 Indah Kondo",17,86
"2568",2015,12,"Selangor","Petaling","Dun Bg Seksyen 14 Teres A : Jln 14/1 - Jln 14/28",39,86
"2569",2015,12,"Perak","Kinta","Rumah Pangsa Sri Kepayang",32,85
"2570",2015,12,"Perak","Kinta","Tmn Pertama",23,84
"2571",2015,12,"Selangor","Sepang","Mutiara Ville Cyberjaya",45,84
"2572",2015,12,"Selangor","Petaling","Tm Pjs 3 Sri Manja Court ( Jln Pjs 3/44 )",37,83
"2573",2015,12,"Selangor","Petaling","Bandar Kinrara 5 (Jln Bk 5/9-Bk 5/18) & Ipd Serdang",23,83
"2574",2015,12,"Selangor","Hulu Langat","Jalan 4/12 Seksyen 4 Bandar Baru Bangi ",40,82
"2575",2015,12,"Sabah","Kota Kinabalu","Taman Fu Yen Ph.5 ",70,81
"2576",2015,12,"Sabah","Kota Kinabalu","Kg. Sembulan Baru ",37,80
"2577",2015,12,"Selangor","Sepang","Taman Desa Sentosa Fasa 2",45,79
"2578",2015,12,"Selangor","Hulu Langat","Jalan 3 Taman Impian Putra ",18,79
"2579",2015,12,"Sabah","Kota Kinabalu","Kg. Sembulan Tengah ",22,79
"2580",2015,12,"Selangor","Petaling","Ss 14/1",22,78
"2581",2015,12,"Perak","Kinta","Tmn Meru Jaya",34,77
"2582",2015,12,"Selangor","Petaling","Ss 16 (Casa Tiara Appt)",19,77
"2583",2015,12,"Selangor","Hulu Langat","Hostel Gmi Bangi ",42,76
"2584",2015,12,"Selangor","Hulu Langat","Jalan 8/1-15 Seksyen 8 Bandar Baru Bangi ",21,76
"2585",2015,12,"Selangor","Petaling","Pst Bdr Puchong ( Jln Bandar & Qts Bomba )",20,76
"2586",2015,12,"Selangor","Petaling","Taman Saujana Puchong 10",17,76
"2587",2015,12,"Selangor","Petaling","Taman Puchong Perdana 4 (Blok A-G)",20,76
"2588",2015,12,"Selangor","Petaling","Seksyen 24 ( Flat J : Blok 79 - 84 )",42,76
"2589",2015,12,"Selangor","Petaling","Seksyen U2 Teres B ( Jln U2/2- U2/13 )",22,75
"2590",2015,12,"Selangor","Petaling","Tmn Perindustrian Puchong (Jln Tpp 1/20 - 1/36 )",26,74
"2591",2015,12,"Perak","Kinta","Tmn Sri Dermawan",26,73
"2592",2015,12,"Selangor","Petaling","Seksyen 18 (Jln 18/3 Flat A : Blok 2 - 10)",17,73
"2593",2015,12,"Selangor","Petaling","Seksyen 7 (Flat D : Blok 52 - 58)",86,73
"2594",2015,12,"Perak","Kinta","Tmn Rapat Indah",15,72
"2595",2015,12,"Selangor","Petaling","Seksyen 13 ( Pangsapuri Perdana )",45,72
"2596",2015,12,"Selangor","Petaling","Seksyen 24 ( Flat B : Blok 10 - 21 )",22,72
"2597",2015,12,"Selangor","Petaling","Seksyen U3 (Pangsapuri Daisy B : Blok 3 - 8 )",23,72
"2598",2015,12,"Selangor","Petaling","Usj 6/5 - Usj 6/7",20,70
"2599",2015,12,"Selangor","Petaling","Dun Bg Seksyen 14 Teres B : Jln 14/29 - Jln 14/49",24,69
"2600",2015,12,"Perak","Kinta","Kg Baru Simpang Pulai",15,68
"2601",2015,12,"Selangor","Hulu Langat","Taman Bangi Indah ",25,68
"2602",2015,12,"Selangor","Gombak","Appt Desa 1",56,67
"2603",2015,12,"Perak","Kinta","Kg Bercham",21,66
"2604",2015,12,"Selangor","Hulu Langat","Appt Bangi Idaman Bandar Baru Bangi ",12,66
"2605",2015,12,"Selangor","Petaling","Seksyen 27 (Teres A - Jln 27/10A -27/20D)",11,66
"2606",2015,12,"Selangor","Petaling","Tm Pjs 3 Sri Manja Square ( Jln Pjs 3/46, 3/48, 3/59, 3/61, 3/63 )",32,66
"2607",2015,12,"Selangor","Petaling","Seksyen U3 (Pangsapuri Daisy C :Blok 9 - 13 )",20,65
"2608",2015,12,"Selangor","Petaling","Pjs 9/2 - Pjs 9/30",19,64
"2609",2015,12,"Selangor","Sepang","Apt Siantan",26,64
"2610",2015,12,"Selangor","Petaling","Usj 17",13,63
"2611",2015,12,"Selangor","Sepang","The Arc Condo",18,63
"2612",2015,12,"Selangor","Petaling","Usj 9/1 - Usj 9/3J",12,62
"2613",2015,12,"Selangor","Petaling","Seksyen U10 ( Pangsapuri Resak : Blok 1 - 2 )",17,62
"2614",2015,12,"Perak","Kinta","Kg Manjoi",18,61
"2615",2015,12,"Perak","Kinta","Tmn Gunung View",11,60
"2616",2015,12,"Selangor","Petaling","Tmn Kinrara (Jln Tk 4)",16,60
"2617",2015,12,"Selangor","Petaling","Jgn Guna - Taman Kinrara 1",17,60
"2618",2015,12,"Selangor","Sepang","Taman Seroja",13,60
"2619",2015,12,"Selangor","Gombak","Tmn Samudera Selatan",16,59
"2620",2015,12,"Selangor","Petaling","Kt Pju 1A Vista Subang",27,59
"2621",2015,12,"Selangor","Gombak","Bdr Country Home Fasa 1",23,57
"2622",2015,12,"Selangor","Hulu Langat","Taman Bukit Angsana ",12,57
"2623",2015,12,"Selangor","Petaling","Kd Pju 5 Seksyen 5 Apt Carlina",12,57
"2624",2015,12,"Perak","Kinta","Kg Tersusun Sentang",9,55
"2625",2015,12,"Perak","Kinta","Regrouping Area,Menglembu",10,55
"2626",2015,12,"Selangor","Gombak","Tmn Wangsa Permai",18,55
"2627",2015,12,"Selangor","Gombak","Au2A Taman Keramat",12,55
"2628",2015,12,"Selangor","Kuala Langat","Pangsapuri Langat Murni ",16,55
"2629",2015,12,"Selangor","Petaling","Kt Seksyen 20 Teres A",12,54
"2630",2015,12,"Selangor","Petaling","Usj 6/1 (Subang Perdana Goodyear Court 1)",17,54
"2631",2015,12,"Selangor","Gombak","Bdr Tasik Puteri Fasa 3",7,52
"2632",2015,12,"Selangor","Petaling","Seksyen 27 ( Flat C : Blok 31 - 36 )",9,52
"2633",2015,12,"Selangor","Petaling","Seksyen 19 Flat 19/15A ( Blok 1 - 5 )",24,51
"2634",2015,12,"Selangor","Petaling","Taman Lestari Perdana ( Sri Indah Apt )",15,51
"2635",2015,12,"Selangor","Petaling","Seksyen 18 (Jln 18/3 Flat B : Blok 11 - 17)",8,50
"2636",2015,12,"Selangor","Petaling","Seksyen 15 ( Kaw Perindustrian A : Jln 15/1 - 15/6 )",11,50
"2637",2015,12,"Selangor","Petaling","Du Ss 23 ( 4 )",7,50
"2638",2015,12,"Selangor","Petaling","Seksyen 23 ( Kaw Perindustrian A : Jln 23/1 )",9,50
"2639",2015,12,"Selangor","Gombak","Bdr Country Homes Fasa 6",16,48
"2640",2015,12,"Selangor","Petaling","Kd Pju 1A Pacific Place",13,48
"2641",2015,12,"Selangor","Petaling","Bt 13 Kg Tengah",21,48
"2642",2015,12,"Selangor","Petaling","Taman Puchong Perdana ( Jalan Anggerik )",8,48
"2643",2015,12,"Selangor","Hulu Langat","Jalan Mewah 2 Pandan Mewah ",11,47
"2644",2015,12,"Selangor","Hulu Langat","Jalan 1/3 Seksyen 1 Bandar Baru Bangi",13,47
"2645",2015,12,"Selangor","Petaling","Usj 16 (Sri Tanjung)",29,47
"2646",2015,12,"Selangor","Petaling","Usj 19 ( Starville )",11,47
"2647",2015,12,"Perak","Kinta","Bdr Pulai Jaya",9,46
"2648",2015,12,"Perak","Kinta","Tmn Perpaduan",20,46
"2649",2015,12,"Selangor","Hulu Selangor","Lokaliti 7 Bdr Baru Btg Kali ",10,46
"2650",2015,12,"Selangor","Petaling","Ss 12/2",8,46
"2651",2015,12,"Selangor","Hulu Langat","Jalan 2/4 Seksyen 2 Bandar Sri Putra ",8,45
"2652",2015,12,"Selangor","Petaling","Tmn Kinrara Jln Tk 1 (Palm Terrace)",9,45
"2653",2015,12,"Selangor","Petaling","Usj 14 (Subang Perdana Goodyear Court 9)",18,45
"2654",2015,12,"Selangor","Petaling","Seksyen U20 ( Flat Kos Rendah & Fasa 2 Bbsb : Jln 2/1 - 2/4 )",10,45
"2655",2015,12,"Selangor","Sepang","Cyberia Condominium",22,45
"2656",2015,12,"Sabah","Kota Kinabalu","Kg.Likas ",17,45
"2657",2015,12,"Sabah","Kota Kinabalu","Tmn. Sri Kepayan ",12,45
"2658",2015,12,"Selangor","Gombak","Kg Nakhoda",13,44
"2659",2015,12,"Selangor","Hulu Langat","Appt Jalan 6C/9-6C/11 Seksyen 16 Bandar Baru Bangi ",7,44
"2660",2015,12,"Selangor","Hulu Langat","Jalan Bm 6 Bandar Bukit Mahkota ",7,44
"2661",2015,12,"Perak","Kinta","Tmn Perak",14,44
"2662",2015,12,"Selangor","Gombak","Tmn Selayang Jaya",8,43
"2663",2015,12,"Selangor","Petaling","Usj 4/3 - Usj 4/4",11,43
"2664",2015,12,"Selangor","Petaling","Taman Serdang Utama 14",9,42
"2665",2015,12,"Selangor","Petaling","Taman Sungai Besi Indah (Sri Jasa)",9,42
"2666",2015,12,"Selangor","Gombak","Au1C Tmn Keramat",17,41
"2667",2015,12,"Selangor","Petaling","Seksyen 15 ( Kaw Perindustrian B : Jln 15/7 - 15/16, Jln 15/20 - 21 ) ",10,41
"2668",2015,12,"Selangor","Petaling","Seksyen U12 ( Desa Alam Teres B : Jln U12/3 - U12/8 )",10,41
"2669",2015,12,"Selangor","Hulu Langat","Seksyen 1 Bandar Teknologi ",7,40
"2670",2015,12,"Selangor","Petaling","Ss 17/2",10,40
"2671",2015,12,"Sarawak","Sibu","Jalan Mui Huong",6,40
"2672",2015,12,"Sabah","Kota Kinabalu","Kepayan Ridge ",7,40
"2673",2015,12,"Selangor","Gombak","Tmn Keramat",5,40
"2674",2015,12,"Selangor","Gombak","Kg Sg Bakau",9,39
"2675",2015,12,"Selangor","Sepang","Kg.D.A.Baginda",15,39
"2676",2015,12,"Pulau Pinang","Barat Daya","Flat Sri Bayu ",8,38
"2677",2015,12,"Selangor","Petaling","Usj 1 (Pangsapuri Jati 1)",7,38
"2678",2015,12,"Selangor","Petaling","Putra Height 9 ( P'Puri Seri Mutiara )",9,38
"2679",2015,12,"Selangor","Petaling","Usj 18",7,37
"2680",2015,12,"Sabah","Penampang","Kg.Nosoob Baru ",15,37
"2681",2015,12,"Pulau Pinang","Barat Daya","Bandar Baru Teluk Kumbar ",18,36
"2682",2015,12,"Perak","Kinta","Tmn Silibin",11,36
"2683",2015,12,"Selangor","Hulu Langat","Jalan Tkp 1-14 Taman Kantan Permai ",10,36
"2684",2015,12,"Selangor","Petaling","Tm Pjs 1 Apt Tmn Petaling Utama (Blok A - D : Jln Pjs 1/52 )",7,36
"2685",2015,12,"Selangor","Kuala Langat","Taman Aman ",12,36
"2686",2015,12,"Selangor","Petaling","Seksyen 7 (Flat C : Blok 44 - 51)",13,35
"2687",2015,12,"Selangor","Petaling","Usj 1/2",6,35
"2688",2015,12,"Selangor","Petaling","Seksyen 11 (Teres C : Jln 11/6 -11/10)",7,35
"2689",2015,12,"Perak","Kinta","Tmn Ehsan",10,34
"2690",2015,12,"Selangor","Hulu Langat","Jalan 4/4 Seksyen 4 Bandar Baru Bangi ",6,34
"2691",2015,12,"Selangor","Petaling","Seksyen 23 ( Teres A : Jln 23/6 - 23/12)",5,34
"2692",2015,12,"Selangor","Petaling","Seksyen U5 ( Pangsapuri Orkid : Blok 7 - 12 )",6,34
"2693",2015,12,"Selangor","Sepang","Desaria Villa",9,34
"2694",2015,12,"Perak","Kinta","Kwsn Perindustrian Tasek",6,33
"2695",2015,12,"Perak","Kinta","Jln Theatre,Ipoh",7,33
"2696",2015,12,"Selangor","Hulu Langat","Lorong Aman Taman Kajang Utama ",14,33
"2697",2015,12,"Selangor","Petaling","Seksyen 2",9,33
"2698",2015,12,"Selangor","Petaling","Seksyen U3 (Pangsapuri Daisy A : Blok 1 - 2 )",6,33
"2699",2015,12,"Selangor","Petaling ","Sri Pjs 10 ( Teres D : Jln Pjs 10/15, 15A, 10/18, 10/20, 10/22, 10/26A, 10/26C ) ",7,33
"2700",2015,12,"Selangor","Petaling","Ss 17/3",12,33
"2701",2015,12,"Selangor","Petaling","Tmn Puchong Prima (Lotus@Teratai)",9,33
"2702",2015,12,"Selangor","Gombak","Appt Saujana Ria",9,32
"2703",2015,12,"Selangor","Hulu Langat","Jalan 9 Taman Cheras Jaya ",6,32
"2704",2015,12,"Selangor","Petaling","Seksyen U16 ( Denai Alam Teres C : Jln U16/45 - U16/52J )",4,32
"2705",2015,12,"Perak","Kinta","Tmn Tasek Jaya",10,31
"2706",2015,12,"Perak","Kinta","Tmn Tasek Mewah",8,31
"2707",2015,12,"Perak","Kinta","Tmn Wing Onn",10,31
"2708",2015,13,"Selangor","Petaling","Seksyen (Flat A : Blok 1-12, Blok 38-43)",119,241
"2709",2015,13,"Selangor","Petaling","Seksyen 7 (Pusat Komersial A : Jln AA 7/AA-AC 7/AC, T 7/T-Z 7/Z)",278,228
"2710",2015,13,"Selangor","Petaling","Sri Pjs 8 Mentari Court",176,181
"2711",2015,13,"Selangor","Petaling","Pjs 9/1 (Lagoon Perdana & Rumah Kedai)",147,160
"2712",2015,13,"Selangor","Petaling","Seksyen U10 (Puncak Perdana : UITM)",67,151
"2713",2015,13,"Selangor","Petaling","Seksyen U2 (Teres C : U2/15 - 28)",77,151
"2714",2015,13,"Perak","Kinta","Kg Das Tambahan 2",69,149
"2715",2015,13,"Selangor","Petaling","Ss 18/5, 6",28,146
"2716",2015,13,"Perak","Kinta","Kg Baru Buntong",63,135
"2717",2015,13,"Selangor","Hulu Langat","Jalan 3/13-22 Seksyen 3 Bandar Baru Bangi",77,133
"2718",2015,13,"Selangor","Hulu Langat","Kuis",60,131
"2719",2015,13,"Selangor","Petaling","TM Pjs 2B Flat Desa Mentari (Blok 9, 10)",42,131
"2720",2015,13,"Selangor","Petaling","Ss 18/4",40,127
"2721",2015,13,"Perak","Kinta","Kg Sg Tapah Tambahan",67,125
"2722",2015,13,"Perak","Kinta","Tmn Ipoh Jaya",43,123
"2723",2015,13,"Selangor","Petaling","Sri SS 5C",35,122
"2724",2015,13,"Perak","Kinta","Tmn Cempaka ",68,121
"2725",2015,13,"Perak","Kinta","Kg Baru Kuala Kuang",59,116
"2726",2015,13,"Perak","Kinta","Bandar Lahat Baru",46,115
"2727",2015,13,"Perak","Kinta","Tmn Bersatu ",27,113
"2728",2015,13,"Selangor","Petaling","Seksyen 7 (Teres E : Jln 7/29 - 7/35)",142,113
"2729",2015,13,"Selangor","Petaling","Seksyen 15 (Dataran Otomobil : Blok 1-18)",65,112
"2730",2015,13,"Selangor","Hulu Langat","Jalan Taming Kiri Tamn Taming Jaya",20,106
"2731",2015,13,"Selangor","Petaling","Du SS 2 (1)",37,104
"2732",2015,13,"Selangor","Petaling","Bt 13 Kg Kenangan",31,104
"2733",2015,13,"Selangor","Hulu Langat","Flat Sri Nilam Bandar Baru Ampang",59,102
"2734",2015,13,"Selangor","Petaling","SS 14/5",19,101
"2735",2015,13,"Selangor","Petaling","Bl Pju 6A Kg Sg Kayu Ara 5 (Jln Teratai, Melur, Mawar, Melati)",31,101
"2736",2015,13,"Selangor","Petaling","USJ 1 (Angsana Appt)",47,94
"2737",2015,13,"Selangor","Gombak","Tmn Rawang Perdana",28,96
"2738",2015,13,"Selangor","Petaling","Tmn Puchong Utama 7 Court 2",41,94
"2739",2015,13,"Perak","Kinta","Rapat Setia",37,93
"2740",2015,13,"Selangor","Petaling","Dun Bg Seksyen 14 Teres A : Jln 14/1-Jln 14/28",41,93
"2741",2015,13,"Perak","Kinta","Rumah Pangsa Sri Kepayang",34,92
"2742",2015,13,"Perak","Kinta","Tmn Pertama",29,91
"2743",2015,13,"Selangor","Sepang","Mutiara Ville Cyberjaya",48,91
"2744",2015,13,"Selangor","Petaling","Tm PJS 3 Sri Manja Court (Jln PJS 3/44)",38,90
"2745",2015,13,"Selangor","Petaling","Bdr Kinrara 5 (Jln Bk 5/9-Bk 5/18) & IPD Serdang",23,90
"2746",2015,13,"Sabah","Kota Kinabalu","Taman Fu Yen Ph.5",71,88
"2747",2015,13,"Selangor","Sepang","Taman Desa Sentosa Fasa 2",45,86
"2748",2015,13,"Selangor","Petaling","SS 14/1",24,85
"2749",2015,13,"Perak","Kinta","Tmn Meru Jaya",37,84
"2750",2015,13,"Selangor","Petaling","SS 16 (Casa Tiara Appt)",19,84
"2751",2015,13,"Selangor","Hulu Langat","Hostel GMI Bangi",44,83
"2752",2015,13,"Selangor","Hulu Langat","Jalan 8/1-15 Seksyen 8 Bandar Baru Bangi",23,83
"2753",2015,13,"Selangor","Petaling","Pst Bdr Puchong (Jln Bandar & QTS Bomba)",21,83
"2754",2015,13,"Selangor","Petaling","Taman Saujana Puchong 10",17,83
"2755",2015,13,"Selangor","Petaling","Tmn Puchong Perdana 4 (Blok A-G)",21,83
"2756",2015,13,"Selangor","Petaling","Seksyen U2 Teres B (Jln U2/2-U2/13)",22,82
"2757",2015,13,"Perak","Kinta","Tmn Sri Dermawan",27,80
"2758",2015,13,"Selangor","Petaling","Seksyen 18 (Jln 18/3 Flat A : Blok 2-10)",19,80
"2759",2015,13,"Selangor","Petaling","Seksyen 7 (Flat D : Blok 52-58)",89,80
"2760",2015,13,"Selangor","Petaling","Seksyen 13 (Pangsapuri Perdana)",51,79
"2761",2015,13,"Selangor","Petaling","Seksyen U3 (Pangsapuri Daisy B : Blok 3-8)",24,79
"2762",2015,13,"Perak","Kinta","Tmn Rapat Indah",15,78
"2763",2015,13,"Selangor","Petaling","Dun Bg Seksyen 14 Teres B : Jln 14/29-Jln 14/49",26,76
"2764",2015,13,"Perak","Kinta","Kg Baru Simpang Pulai",15,75
"2765",2015,13,"Selangor","Hulu Langat","Taman Bangi Indah",26,75
"2766",2015,13,"Selangor","Gombak","Appt Desa 1",59,74
"2767",2015,13,"Perak","Kinta","Kg Bercham",24,73
"2768",2015,13,"Selangor","Petaling","Pjs 9/2 -Pjs 9/30",19,71
"2769",2015,13,"Selangor","Petaling","Usj 17",13,70
"2770",2015,13,"Selangor","Sepang","The Arc Condo",18,70
"2771",2015,13,"Selangor","Petaling","Usj 9/1-Usj 9/3j",12,68
"2772",2015,13,"Perak","Kinta","Kg Manjoi",19,68
"2773",2015,13,"Selangor","Petaling","Tmn Kinrara (Jln Tk 4)",16,67
"2774",2015,13,"Selangor","Sepang","Taman Seroja",15,67
"2775",2015,13,"Selangor","Petaling","Kt Pju 1A Vista Subang",27,66
"2776",2015,13,"Selangor","Gombak","Bd Country Home Fasa 1",25,64
"2777",2015,13,"Selangor","Hulu Langat","Taman Bukit Angsana",13,64
"2778",2015,13,"Selangor","Gombak","Tmn Wangsa Permai",19,62
"2779",2015,13,"Selangor","Petaling","Kt Seksyen 20 Teres A",13,61
"2780",2015,13,"Selangor","Petaling","Usj 6/1 (Subang Perdana Goodyear Court 1)",18,61
"2781",2015,13,"Selangor","Petaling","Seksyen U6 (Kg Melayu Subang B : Jln Merbau)",9,60
"2782",2015,13,"Selangor","Petaling","Seksyen 27 (Flat C : Blok 31-36)",10,59
"2783",2015,13,"Selangor","Petaling","Seksyen 19 (Flat Jln 19/15 Blok 1-5)",26,58
"2784",2015,13,"Selangor","Petaling","Taman Lestari Perdana (Sri Indah Apt)",16,58
"2785",2015,13,"Selangor","Petaling","Tmn Puchong Perdana (Jln Anggerik)",11,58
"2786",2015,13,"Selangor","Petaling","Seksyen 18 (Jln 18/3 Flat B : Blok 11-17)",9,57
"2787",2015,13,"Selangor","Petaling","Kd Pju 1A Pacific Place",14,55
"2788",2015,13,"Selangor","Petaling","Bt 13 Kg Tengah",22,55
"2789",2015,13,"Selangor","Hulu Langat","Jalan Mewah 2 Pandan Mewah",11,54
"2790",2015,13,"Selangor","Petaling","Usj 16 (Sri Tanjung)",31,54
"2791",2015,13,"Perak","Kinta","Tmn Perpaduan",21,53
"2792",2015,13,"Selangor","Hulu Langat","Jalan 2/4 Seksyen 2 Bandar Sri Putra",9,52
"2793",2015,13,"Selangor","Petaling","Tmn Kinrara Jln Tk 1 (Palm Terrace)",9,52
"2794",2015,13,"Selangor","Petaling","Usj 14 (Subang Perdana Goodyear Court 9)",20,52
"2795",2015,13,"Selangor","Petaling","Seksyen U20 (Flat Kos Rendah & Fasa 2 BBSB : Jln 2/1-2/4)",10,52
"2796",2015,13,"Selangor","Sepang","Cyberia Condominium",22,52
"2797",2015,13,"Selangor","Gombak","Kg Nakhoda",14,51
"2798",2015,13,"Selangor","Hulu Langat","Appt Jalan 6C/9-6C/11 Seksyen 16 Bandar Baru Bangi",7,51
"2799",2015,13,"Selangor","Hulu Langat","Jalan Bm 6 Bandar Bukit Mahkota",7,51
"2800",2015,13,"Selangor","Petaling","Usj 4/3 - Usj 4/4",11,49
"2801",2015,13,"Selangor","Petaling","Taman Serdang Utama 14",9,49
"2802",2015,13,"Selangor","Gombak","Au1C Tmn Keramat",19,49
