"","Year","Week_no","State","District","Location","Total","Outbreak_Duration"
"1",2015,1,"Selangor","Petaling","Du Ss 22 ( 2)",111,204
"2",2015,1,"Selangor","Petaling","Seksyen 7 (Flat A : 81Ok 1 -
12, 81Ok 38 - 43)",83,158
"3",2015,1,"Selangor","Petaling","Seksyen 7 (Pusat Komersial A : Jln Aa 7/Aa-Ac 7/Ac, T 7/T-Z7/Z)",199,144
"4",2015,1,"Selangor","Petaling","Seksyen 7 ( Flat B : Blok 13-37)",34,131
"5",2015,1,"Selangor","Petaling","Kd Pju 5 Seksyen 6",40,128
"6",2015,1,"Selangor","Petaling","Jalan 3/A-R Seksyen 3
8Andar Sri Putra",65,122
"7",2015,1,"Selangor","Hulu Langat","Bl Pju 10 Apt Permai",36,119
"8",2015,1,"Selangor","Petaling","Usj 2/5",32,119
"9",2015,1,"Selangor","Petaling","81 Pju 9 Sd 13 Apt Sri
Meranti 1 : 81Ok A - G",33,NA
"10",2015,1,"Selangor","Petaling","Appt Dahlia Court Pandan Lndah",28,114
"11",2015,1,"Selangor","Hulu Langat","81 Pju 10 Saujana
Damansara (A) : Jln 10/13,
10/14",26,109
"12",2015,1,"Selangor","Petaling","8Andar Kinrara 8K 6F ( P'Puri Enggang)",22,109
"13",2015,1,"Selangor","Petaling","Kd Pju 5 Seksyen 5 Sepah
Puteri (Jin 5/1-5/19)",25,109
"14",2015,1,"Selangor","Petaling","Taman Puchong Perdana
(Jin Mawar)",NA,104
"15",2015,1,"Selangor","Petaling","Kg Simpang 3",43,103
"16",2015,1,"Selangor","Gombak","Batu 13 Kg Sri Aman(Lorang  Bestari)",40,100
"17",2015,1,"Selangor","Petaling","Pusat Bandar Puchong  (Jinwawasan  2)",42,98
"18",2015,1,"Selangor","Petaling","Sri Pjs 8 Mentari Court",47,97
"19",2015,1,"Selangor","Petaling","Seksyen  U10 ( Alam
8Udiman : Jln U10/68 - U10/77B)",42,92
"20",2015,1,"Selangor","Petaling","Seksyen  5 Bandar  Sri Putra",27,88
"21",2015,1,"Selangor","Hulu Langat","Bl Pju 9 Sd 10",16,NA
"22",2015,1,"Selangor","Petaling","Bandar Kinrara 4 (Jl Bk 4/1 Sebahagian 4/2-4/4)",30,NA
"23",2015,1,"Selangor","Petaling","Bl Pju 10 Apt Harmoni 1 ( A,B,C,L,M,N,O,P,Q )",22,NA
"24",2015,1,"Selangor","Petaling","Bandar Kinrara 2",18,86
"25",2015,1,"Selangor","Petaling","Seksyen U16 (Pangsapuri Kiambang : Blok 21-27)",24,83
"26",2015,1,"Selangor","Petaling","Seksyen U5 (Pangsapuri Sri Bintang)",15,82
"27",2015,1,"Selangor","Petaling","Bl Pju 8 Armanee Terrace Kondo",18,76
"28",2015,1,"Selangor","Petaling","Pjs 9/1 (Lagoon Perdana & Rumah Kedai)",38,76
"29",2015,1,"Selangor","Petaling","Seksyen U16 (Pangsapuri Melati : Blok 11-20)",19,69
"30",2015,1,"Selangor","Hulu Langat","Appt Sri Tanjung Seksyen 7 Bandar Baru Bangi",28,68
"31",2015,1,"Selangor","Petaling","Seksyen 7 (Flat C : Blok 44-51)",17,NA
"32",2015,1,"Selangor","Petaling","Seksyen U10 (Puncak Perdana : Uitm)",19,67
"33",2015,1,"Selangor","Petaling","Seksyen U2 Teres C",20,67
"34",2015,1,"Selangor","Petaling","Taman Lestari Putra 6",NA,67
"35",2015,1,"Selangor","Petaling","Taman Puncak Jalil 2 (Jln Puj 2/1 - 2/18)",18,67
"36",2015,1,"Selangor","Hulu Langat","Seksyen 5 Bandar Rinching",43,66
"37",2015,1,"Selangor","Petaling","Seksyen 6 ( Teres A : Jln 6/1A-6/1J)",18,66
"38",2015,1,"Selangor","Petaling","Sri Pjs 6 Flat Desa Mentari 1 : Blok 1, 2, 3",NA,66
"39",2015,1,"Perak","Kinta","Kg Das Tambahan 2",46,65
"40",2015,1,"Selangor","Petaling","Seksyen U5 (Subang Murni Teres B : Jln U5/151 - 162)",12,65
"41",2015,1,"Selangor","Petaling","Sri Pjs 5 Flat Desa Ria",13,65
"42",2015,1,"Selangor","Petaling","Seksyen 3 Shah Alam",9,64
"43",2015,1,"Selangor","Petaling","Seksyen U10 ( Puncak Perdana Teres A : Jln U10/15 - U10/29 )",43,63
"44",2015,1,"Selangor","Petaling","Du Ss 21 (3)",24,62
"45",2015,1,"Selangor","Gombak","Appt Palma Bch",20,62
"46",2015,1,"Selangor","Hulu Langat","Jalan 3/6 Seksyen 3 Bandar Baru Bangi",NA,NA
"47",2015,1,"Selangor","Hulu Langat","Seksyen 3 Bandar Teknologi",13,62
"48",2015,1,"Selangor","Petaling","Bl Pju 9 Sd 8",31,62
"49",2015,1,"Selangor","Petaling","Kd Pju 5 Seksyen 7 Gugusan Kemboja",9,62
"50",2015,1,"Selangor","Petaling","Kt Pju 1A Pprt A : Blok A,B,C",57,62
"51",2015,1,"Selangor","Petaling","Ss 18/5, 6",NA,62
"52",2015,1,"Selangor","Petaling","Seksyen U16 (Denai Alam Teres L : Jln U16/81-U16/88)",NA,61
"53",2015,1,"Selangor","Petaling","Bl Pju 8 Apt Flora Damansara 1 ( Blok A, B )",NA,61
"54",2015,1,"Selangor","Petaling","Taman Lestari Putra 3",NA,61
"55",2015,1,"Selangor","Petaling","Taman Puncak Jalil 4A (Jln Puj 4/1-Puj 4/9)",NA,60
"56",2015,1,"Selangor","Petaling","Usj 8/2",NA,60
"57",2015,1,"Selangor","Petaling","Taman Pinggiran Putra 16 ( Putra Indah)",NA,60
"58",2015,1,"Perak","Kinta","Tmn Klebang Jaya 2",43,59
"59",2015,1,"Selangor","Petaling","Seksyen 7 (Teres L : Jln 7/101-7/103",13,59
"60",2015,1,"Selangor","Petaling","Sri Pjs 10 (Teeres B : Jln Pjs 10/2, 10/4, 10/7A-B, 10/6)",10,59
"61",2015,1,"Selangor","Petaling","Tmn Pjs 3 Flat Sri Manja (Blok A-C : Jln Pjs 3/55)",23,59
"62",2015,1,"Perak","Kinta","Medan Buntong Permai",16,58
"63",2015,1,"Selangor","Petaling","Bl Pju 9 Sd 11",11,58
"64",2015,1,"Selangor","Petaling","Dun Bg Seksyen 51A Flat Impian Baiduri",12,58
"65",2015,1,"Selangor","Petaling","Usj 3/2",8,NA
"66",2015,1,"Selangor","Petaling","Tm Pjs 3 Tamn Sri Manja (Jln Sm)",14,57
"67",2015,1,"Selangor","Petaling","Seksyen 26 Appt Anggerik",24,56
"68",2015,1,"Selangor","Petaling","Ss 15/5 (Teres)",38,56
"69",2015,1,"Perak","Kinta","Tmn Kledang Jaya",22,54
"70",2015,1,"Selangor","Petaling","Upm Serdang Kolej 17",33,54
"71",2015,1,"Perak","Kinta","Kg Tersusun Tawas Tambahan",21,53
"72",2015,1,"Selangor","Gombak","Appt Desa 1",NA,53
"73",2015,1,"Selangor","Petaling","Seksyen U5 (Apartment Subang Suria)",NA,52
"74",2015,1,"Selangor","Petaling","Usj 15 ( Court 10 )",NA,52
"75",2015,1,"Perak","Kinta","Kg Merawan Indah",NA,51
"76",2015,1,"Perak","Kinta","Kg Baru Chenderong",11,51
"77",2015,1,"Perak","Kinta","Kg Baru Buntong",26,51
"78",2015,1,"Perak","Kinta","Kg Tengku Hussein Baru",27,51
"79",2015,1,"Perak","Kinta","Rpt Jelapang Baru",29,51
"80",2015,1,"Selangor","Petaling","Seksyen U5 (Mutiara Subang : Apartment)",15,51
"81",2015,1,"Selangor","Petaling","Ss 17/1",13,51
"82",2015,1,"Perak","Kinta","Bdr Pulai Jaya",NA,50
"83",2015,1,"Perak","Kinta","Tmn Kledang Emas",18,50
"84",2015,1,"Selangor","Petaling","Seksyen U12 (Desa Alam Teres B : Jln U12/3-U12/8)",17,50
"85",2015,1,"Selangor","Hulu Langat","Jalan 3/12-22 Seksyen 3 Bandar Baru Bangi",11,49
"86",2015,1,"Perak","Kinta","Kg Baru Gunung Rapat",15,49
"87",2015,1,"Perak","Kinta","Kg Tersusun Sg Pari",7,48
"88",2015,1,"Perak","Kinta","Tmn Rapat Setia Baru",62,NA
"89",2015,1,"Selangor","Hulu Langat","Kondominium Tiara Duta Taman Putra Sulaiman",8,NA
"90",2015,1,"Selangor","Petaling","Bl Pju 6A Pangsapuri Puncak Ara",22,48
"91",2015,1,"Selangor","Petaling","Taman Lestari Putra 1",10,48
"92",2015,1,"Selangor","Petaling","Seksyen U6 (Subang Permai Teres A : Jln U6/1-U6/4)",5,48
"93",2015,1,"Perak","Kinta","Tmn Pulai Jaya",15,47
"94",2015,1,"Perak","Kinta","Kg Tersusun Sentang",12,47
"95",2015,1,"Selangor","Hulu Langat","Kuis",8,47
"96",2015,1,"Selangor","Petaling","Seksyen 7 (Pangsapuri Baiduri)",9,47
"97",2015,1,"Selangor","Petaling","Bl Pju 6A Pelangi Utama Kondo",15,47
"98",2015,1,"Selangor","Petaling","Tm Pjs 2B Flat Desa Mentari (Blok 9,10)",10,47
"99",2015,1,"Selangor","Petaling","Taman Mutiara Indah 2",14,47
"100",2015,1,"Selangor","Hulu Langat","Rumah Pangsa Taman Bukit Mewah",8,45
"101",2015,1,"Selangor","Petaling","Seksyen 13 Teres C (Jalan 13/19-13/25)",20,45
"102",2015,1,"Selangor","Petaling","Taman Puchong Perdana (Jln Teratai)",8,46
"103",2015,1,"Selangor","K.Selangor","Cemara 5",10,44
"104",2015,1,"Perak","Kinta","Tmn Chepor Jaya",20,44
"105",2015,1,"Selangor","K.Selangor","Sri Pristana A",15,44
"106",2015,1,"Selangor","Petaling","Seksyen 20 Flat Pkns A (Blok 1 - Blok 4)",16,44
"107",2015,1,"Selangor","Petaling","Sri Pjs Flat Desa Mentari 2 : Blok 4,5,6",8,44
"108",2015,1,"Selangor","Petaling","Ss 15/2, 3 (Teres)",24,44
"109",2015,1,"Perak","Kinta","Tmn Merdeka",10,43
"110",2015,1,"Selangor","Hulu Langat","Taman Sri Intan",10,43
"111",2015,1,"Selangor","Hulu Selangor","Jalan Tulip ",15,43
"112",2015,1,"Selangor","Petaling","Ss 18/4",10,43
"113",2015,1,"P. Pinang","Timur Laut","Jalan Lim Eow Thoon",11,42
"114",2015,1,"P. Pinang","Timur Laut","Taman Free School",8,42
"115",2015,1,"Perak","Kinta","Kg Sg Tapah Tambahan",20,41
"116",2015,1,"Selangor","Petaling","Seksyen U2 (Pangsapuri Ilham)",25,41
"117",2015,1,"Selangor","Petaling","Bl Pju 6A Kg Sg Kayu Ara 4 (Jln Masjid )",16,41
"118",2015,1,"Selangor","Hulu Langat","Jalan Bm 31-38 Taman Bukit Mewah",8,40
"119",2015,1,"Selangor","Petaling","Taman Puchong Prima 2",4,40
"120",2015,1,"Selangor","Petaling","Taman Sri Serdang 3 ( 18/30 -18/44 & 18/46)",11,40
"121",2015,1,"Selangor","Petaling","Usj 6/2",6,40
"122",2015,1,"Sarawak","Sibu","Lower Jalan Hua Kiew",12,40
"123",2015,1,"Perak","Kinta","Tmn Ipoh Jaya",11,39
"124",2015,1,"Selangor","Hulu Langat","Jalan Nirwana 24,35-46 Taman Nirwana",6,39
"125",2015,1,"Selangor","Petaling","Kt Pju 1A Pprt B : Blok D,E,F",11,39
"126",2015,1,"Selangor","Petaling","Sri Pjs 10 (Teres D : Jln Pjs 10/15, 15A, 10/18, 10/20. 10/22, 10/26A, 10/26C)",10,39
"127",2015,1,"Selangor","Petaling","Bt 13 1/2 Koi Tropika",6,39
"128",2015,1,"Selangor","Petaling","Taman Puncak Jalil 4 ( Casa Riana)",13,39
"129",2015,1,"Selangor","Hulu Langat","Jalan 1-13 Taman Cheras Awana",4,38
"130",2015,1,"Selangor","Hulu Langat","Jalan 12 Taman Cheras Jaya",6,38
"131",2015,1,"Selangor","Hulu Langat","Taman Desa Serdang",5,38
"132",2015,1,"Selangor","Hulu Selangor","Jalan Dahliasari Bsb",11,38
"133",2015,1,"Selangor","Petaling","Seksyen 7 Shah Alam Teres A Zon A A (Jln 7/11-7/22)",8,38
"134",2015,1,"Selangor","Petaling","Sri Ss 5C",7,38
"135",2015,1,"Selangor","Petaling","Usj 2/4",5,38
"136",2015,1,"Perak","Kinta","Rpt Pengkalan Pegoh",16,37
"137",2015,1,"Perak","Kinta","Tmn Cempaka",17,37
"138",2015,1,"Selangor","Hulu Langat","Jalan 3/13A-C Seksyen 3 Taman Kajang Utama",8,37
"139",2015,1,"Selangor","Petaling","Seksyen 9 (Kondo Sri Mahligai)",11,37
"140",2015,1,"Selangor","Petaling","Taman Kinrara 5 (Flat Taman Mawar",6,37
"141",2015,1,"Selangor","Petaling","Taman Puchong Prima (Elina)",8,37
"142",2015,1,"Perak","Kinta","Kg Sri Kinta",12,36
"143",2015,1,"Selangor","Hulu Langat","Jalan 3/40-49 Seksyen 3 Bandar Baru Bangi",12,36
"144",2015,1,"Selangor","Hulu Langat","Jalan Bm 6/D Bandar Bukit Mahkota",8,36
"145",2015,1,"Selangor","Petaling","Ss 18/1",21,36
"146",2015,1,"Perak","Kinta","Tmn Desa Aman",26,35
"147",2015,1,"Perak","Kinta","Tmn Rishah",21,35
"148",2015,1,"Selangor","Petaling","Bl Pju 6 Bu 7 (Teres A : Jln 7/1-7/10)",5,35
"149",2015,1,"Selangor","Hulu Langat","Taman Koperasi Sungai Chua",6,34
"150",2015,1,"Selangor","Petaling","Seksyen 13 Teres B",13,34
"151",2015,1,"Selangor","Petaling","Seksyen 19 Flat 19/15A (Blok 1-5)",10,34
"152",2015,1,"Selangor","Petaling","Bl Pju 9 Sd 13 Apt Sri Meranti 2 : Blok H,J,K,L,M,N,P,Q,R",15,34
"153",2015,1,"Selangor","Petaling","Usj 8 (Subang Perdana Goodyear Court 5)",9,34
"154",2015,1,"Selangor","Petaling","Tmn Puchong Permai 1 (Flat 38 Blok A)",19,34
"155",2015,1,"Perak","Kinta","Kg Baru Jelapang",19,33
"156",2015,1,"Perak","Kinta","Kg Temiang",11,33
"157",2015,1,"Selangor","Petaling","Seksyen 8 Teres B (Jln 8/14- Jln 8/28)",12,33
"158",2015,1,"Selangor","Petaling","Taman Puncak Jalil 1B (Jln Puj 1/10-1/18)",5,33
"159",2015,1,"Johor","Johor Bharu","Tmn Nesa",5,33
"160",2015,1,"Perak","Kinta","Kg Baru Kuala Kuang",18,32
"161",2015,1,"Perak","Kinta","Tmn Perpaduan",13,32
"162",2015,1,"Selangor","Petaling","Seksyen 7 ( Teres H : Jln 7/52-7/62)",4,32
"163",2015,1,"Selangor","Petaling","Seksyen U5 (Mutiara Subang Kawasan Perindustrian A : Jln U5/11-U5/17)",8,32
"164",2015,1,"Selangor","Petaling","Kt Pju 1A Pprt C : Blok G,H",6,32
"165",2015,1,"Selangor","Petaling","Sri Ss 5B",5,32
"166",2015,1,"Selangor","Petaling","Pjs 7/7,9,10",11,32
"167",2015,1,"Selangor","Petaling","Taman Kinrara 5 (Teres Taman Mawar)",15,32
"168",2015,1,"Selangor","Hulu Langat","Jalan Jujur 1/1-3 Taman Bakti",7,32
"169",2015,1,"Selangor","Petaling","Pjs 9/2-Pjs 9/30",5,31
"170",2015,1,"Perak","Kinta","Bandar Lahat Baru",10,31
"171",2015,1,"Perak","Kinta","Desa Perwira",11,31
"172",2015,1,"Perak","Kinta","K/B Pasir Pinji 2",7,31
"173",2015,1,"Perak","Kinta","Tmn Pangkalan Barat",5,31
"174",2015,1,"Selangor","Hulu Selangor","Apt Anggerik Tbr Bb",9,31
"175",2015,1,"Selangor","Petaling","Seksyen U16 (Denai Alam Teres N : Jln U16/95-U16/96G)",6,31
"176",2015,1,"Selangor","Petaling","Du Ss 23 (4)",5,31
"177",2015,1,"Selangor","Petaling","Kd Pju 5 Seksyen 11",5,31
"178",2015,2,"Selangor","Petaling","Du Ss 22 ( 2)",114,211
"179",2015,2,"Selangor","Petaling","Seksyen 7 (Flat A : Blok 1 - 12, Blok 38 - 43)",85,165
"180",2015,2,"Selangor","Petaling","Seksyen 7 (Pusat Komersial A: Jln Aa 7/Aa- Ac 7/Ac, T 7/T- Z 7/Z)",206,151
"181",2015,2,"Selangor","Petaling","Seksyen 7 (Flat B : Blok 13 -37)",35,138
"182",2015,2,"Selangor","Petaling","Kd Pju 5 Seksyen 6",41,135
"183",2015,2,"Selangor","Hulu Langat","Jalan 3/A-R Seksyen 3 Bandar Sri Putra",70,129
"184",2015,2,"Selangor","Petaling","Bl Pju 10 Apt Permai",39,126
"185",2015,2,"Selangor","Petaling","Usj 2/5",34,126
"186",2015,2,"Selangor","Petaling","Bl Pju 9 Sd 13 Apt Sri Meranti 1 : Blok A - G",36,125
"187",2015,2,"Selangor","Petaling","Kd Pju 5 Seksyen 5 Sepah Puteri (Jin 5/1-5/19)",26,116
"188",2015,2,"Selangor","Petaling","Bandar Kinrara Bk 6F (P'Puri) ",24,116
"189",2015,2,"Selangor","Petaling","Taman Puchong Perdana (Jin Mawar)",34,111
"190",2015,2,"Selangor","Gombak","Kg Simpang 3",45,110
"191",2015,2,"Selangor","Petaling","Batu 13 Kg Sri Aman (Lorang Bestari)",42,107
"192",2015,2,"Selangor","Petaling","Pusat Bandar Puchong (Jin Wawasan 2)",46,105
"193",2015,2,"Selangor","Petaling","Sri Pjs 8 Mentari Court",49,104
"194",2015,2,"Selangor","Petaling","Seksyen U10 ( Alam Budiman : Jln U10/68 - U10/77B L",44,99
"195",2015,2,"Selangor","Hulu Langat","Seksyen 5 Bandar Sri Putra",28,95
"196",2015,2,"Selangor","Petaling","Bl Pju 9 Sd 10",17,95
"197",2015,2,"Selangor","Petaling","Bandar Kinrara 4 ( Jln Bk 4/1 Sebahagian 4/2-4/4 )",31,95
"198",2015,2,"Selangor","Petaling","Bandar Kinrara 2",18,93
"199",2015,2,"Selangor","Petaling","Seksyen U16 ( Pangsapuri Kiambang : Blok 21 - 27)",27,90
"200",2015,2,"Selangor","Petaling","Seksyen U5 ( Pangsapuri Sri Bintang )",16,89
"201",2015,2,"Selangor","Petaling","Bl Pju 8 Armanee Terrace Kondo",19,83
"202",2015,2,"Selangor","Petaling","Pjs 9 /1(Lagoon Perdana & Rumah Kedai)",44,83
"203",2015,2,"Selangor","Petaling","Seksyen U16 ( Pangsapuri Melati : Blok 11 - 20 )",20,76
"204",2015,2,"Selangor","Hulu Langat","Appt Sri Tanjung Seksyen 7 Bandar Baru Bangi",29,75
"205",2015,2,"Selangor","Petaling","Seksyen 7 (Flat C : Blok 44 -51)",18,74
"206",2015,2,"Selangor","Petaling","Seksyen U10 ( Puncak Perdana : Uitm)",20,74
"207",2015,2,"Selangor","Petaling","Seksyen U2 Teres C",23,74
"208",2015,2,"Selangor","Petaling","Taman Lestari Putra 6",20,74
"209",2015,2,"Selangor","Petaling","Taman Puncak Jalil 2 ( Jln Puj 2/1 - 2/18 )",22,74
"210",2015,2,"Selangor","Hulu Langat","Seksyen 5 Bandar Rinching",52,73
"211",2015,2,"Selangor","Petaling","Seksyen 6 (Teres A: Jln 6/1A- 6/1J)",19,73
"212",2015,2,"Selangor","Petaling","Sri Pjs 6 Flat Desa Mentari 1 : Blok 1, 2, 3",19,73
"213",2015,2,"Perak","Kinta","Kg Das Tambahan 2",49,72
"214",2015,2,"Selangor","Petaling","Seksyen U5 ( Subang Murni Teres B : Jln U5/151 - 162)",12,72
"215",2015,2,"Selangor","Petaling","Sri Pjs 5 Flat Desa Ria",13,72
"216",2015,2,"Selangor","Petaling","Seksyen U10 ( Puncak Perdana Teres A: Jln U10/15- U10/29)",46,70
"217",2015,2,"Selangor","Gombak","Appt Palma Bch",25,69
"218",2015,2,"Selangor","Hulu Langat","Jalan 3/6 Seksyen 3 Bandar Baru Bangi",34,69
"219",2015,2,"Selangor","Hulu Langat","Seksyen 3 Bandar Teknologi",14,69
"220",2015,2,"Selangor","Petaling","Bl Pju 9 Sd 8",41,69
"221",2015,2,"Selangor","Petaling","Kd Pju 5 Seksyen 7 Gugusan Kemboja",10,69
"222",2015,2,"Selangor","Petaling","Kt Pju 1A Pprt A : Blok A,B,C",62,69
"223",2015,2,"Selangor","Petaling","Ss 18/5, 6",10,69
"224",2015,2,"Selangor","Petaling","Seksyen U16 ( Denai Alam Teres L: Jln U16/81 - U16/88)",29,68
"225",2015,2,"Selangor","Petaling","Bl Pju 8 Apt Flora Damansara 1 ( Blok A, B )",14,68
"226",2015,2,"Selangor","Petaling","Taman Lestari Putra 3",58,68
"227",2015,2,"Selangor","Petaling","Taman Puncak Jalil 4A (Jin Puj 4/1-Puj 4/9 )",37,67
"228",2015,2,"Selangor","Petaling","Taman Pinggiran Putra 16 (Putra Indah)",30,67
"229",2015,2,"Perak","Kinta","Tmn Klebang Jaya 2",47,66
"230",2015,2,"Selangor","Petaling","Seksyen 7 (Teres L: Jln 7/101-7/103)",15,66
"231",2015,2,"Selangor","Petaling","Dun Bg Seksyen 51 A Flat Impian Baiduri",12,65
"232",2015,2,"Selangor","Petaling","Seksyen 26 ( Pangsapuri Anggerik : Blok 1,2,3,)",24,63
"233",2015,2,"Selangor","Petaling","Ss 15/5 (Teres)",41,63
"234",2015,2,"Perak","Kinta","Tmn Kledang Jaya",25,61
"235",2015,2,"Selangor","Petaling","Seksyen U5 ( Apartment Subang Suria)",21,59
"236",2015,2,"Selangor","Petaling","Usj 15 (Court 10)",13,59
"237",2015,2,"Perak","Kinta","Kg Merawan Lndah ",24,58
"238",2015,2,"Perak","Kinta","Kg Baru Buntong",28,58
"239",2015,2,"Perak","Kinta","Kg Tengku Hussein Baru",41,58
"240",2015,2,"Perak","Kinta","Rpt Jelapang Baru",31,58
"241",2015,2,"Selangor","Petaling","Seksyen U5 ( Mutiara Subang : Apartment )",16,58
"242",2015,2,"Selangor","Petaling","Ss 17/1",16,58
"243",2015,2,"Perak","Kinta","Bdr Pulai Jaya",14,57
"244",2015,2,"Selangor","Petaling","Seksyen U12 ( Desa Alam Teres B : Jln U12/3-U12/8)",18,57
"245",2015,2,"Perak","Kinta","Kg Baru Gunung Rapat",18,56
"246",2015,2,"Selangor","Hulu Langat","Jalan 3/13-22 Seksyen 3 Bandar Baru Bangi",16,56
"247",2015,2,"Perak","Kinta","Tmn Rapat Setia Baru",63,55
"248",2015,2,"Selangor","Petaling","Taman Lestari Putra 1",12,55
"249",2015,2,"Perak","Kinta","Kg Tersusun Sentang",13,54
"250",2015,2,"Selangor","Hulu Langat","Kuis",13,54
"251",2015,2,"Selangor","Petaling","Seksyen 7 (Pangsapuri Baiduri)",10,54
"252",2015,2,"Selangor","Petaling","Bl Pju 6A Pelangi Utama Kondo",19,54
"253",2015,2,"Selangor","Petaling","Tm Pjs 2B Flat Desa Mentari (Blok 9,10)",13,54
"254",2015,2,"Selangor","Petaling","Taman Mutiara Lndah 2",16,54
"255",2015,2,"Selangor","Gombak","Appt Casaria Bch",7,52
"256",2015,2,"Selangor","Petaling","Seksyen 13 Teres C ( Jalan 13/19-13/25)",21,52
"257",2015,2,"Perak","Kinta","Tmn Chepor Jaya",22,51
"258",2015,2,"Selangor","K.Selangor","Sri Pristana A",16,51
"259",2015,2,"Selangor","Petaling","Seksyen 20 Flat Pkns A (Blok 1-Blok 4)",18,51
"260",2015,2,"Selangor","Petaling","Ss 15/2, 3 (Teres)",27,51
"261",2015,2,"Selangor","Petaling","Sri Pjs 6 Flat Desa Mentari",8,51
"262",2015,2,"Perak","Kinta","Tmn Merdeka",11,50
"263",2015,2,"Selangor","Hulu
Selangor","Jalan Tulip",15,50
"264",2015,2,"Selangor","Petaling","Ss 18/4",12,50
"265",2015,2,"P. Pinang","Timur Laut","Jalan Lim Eow Thoon",12,49
"266",2015,2,"P. Pinang","Timur Laut","Taman Free School",10,49
"267",2015,2,"Perak","Kinta","Kg Sg Tapah Tambahan",26,48
"268",2015,2,"Selangor","Petaling","Seksyen U2 (Pangsapuri Llham)",32,48
"269",2015,2,"Selangor","Petaling","81 Pju 6A Kg Sg Kayu Ara 4
( Jln Masjid )",16,48
"270",2015,2,"Selangor","Petaling","Taman Sri Serdang 3 (
18/30 - 18/44 & 18/46)",16,47
"271",2015,2,"Selangor","Petaling","Usj 6/2",8,47
"272",2015,2,"Sarawak","Sibu","Lower Jalan Hua Kiew",15,47
"273",2015,2,"Perak","Kinta","Tmn Lpoh Jaya",17,46
"274",2015,2,"Selangor","Petaling","Kt Pju 1A Pprt B : Blok
D,E,F",16,46
"275",2015,2,"Selangor","Petaling","Sri Pjs 10 (Teres D : Jln Pjs
10/15, 15A, 10/18, 10/20,
10/22, 10/26A, 10/26C)",11,46
"276",2015,2,"Selangor","Petaling","Bt 13 1/2 Koi Tropika",7,46
"277",2015,2,"Selangor","Petaling","Taman Puncak Jalil4 ( Casa Riana)",14,46
"278",2015,2,"Selangor","Hulu Langat","Jalan 12 Taman Cheras
Jaya",7,45
"279",2015,2,"Selangor","Hulu
Selangor","Jalan Dahliasari Bsb",11,45
"280",2015,2,"Selangor","Petaling","Seksyen 7 (Teres C : Jln
7/10- 7/22)",9,45
"281",2015,2,"Selangor","Petaling","Sri Ss 5C",8,45
"282",2015,2,"Selangor","Petaling","Usj 2/4",6,45
"283",2015,2,"Perak","Kinta","Rpt Pengkalan Pegoh",19,44
"284",2015,2,"Perak","Kinta","Tmn Cempaka",21,44
"285",2015,2,"Selangor","Hulu Langat","Jalan 3/13A-C Seksyen 3
Taman Kajang Utama",9,44
"286",2015,2,"Selangor","Petaling","Seksyen 9 (Kondo Sri
Mahligai)",15,44
"287",2015,2,"Selangor","Petaling","Taman Kinrara 5 (Flat
Taman Mawar)",7,44
"288",2015,2,"Selangor","Petaling","Taman Puchong Prima
(Eiina)",11,44
"289",2015,2,"Perak","Kinta","Kg Sri Kinta",15,43
"290",2015,2,"Selangor","Hulu Langat","Jalan 3/40-49 Seksyen 3
Bandar Baru Bangi",14,43
"291",2015,2,"Selangor","Hulu Langat","Jalan Bm 6/D Bandar Bukit
Mahkota",8,43
"292",2015,2,"Selangor","Petaling","Ss 18/1",25,43
"293",2015,2,"Perak","Kinta","Tmn Desa Aman",27,42
"294",2015,2,"Perak","Kinta","Tmn Rishah",26,42
"295",2015,2,"Selangor","Petaling","81 Pju 6 8U 7 (Teres A: Jln
7/1-7/10)",8,42
"296",2015,2,"Selangor","Hulu Langat","Taman Koperasi Sunga
Chua",7,41
"297",2015,2,"Selangor","Petaling","Seksyen 13 Teres 8",16,41
"298",2015,2,"Selangor","Petaling","81 Pju 9 Sd 13 Apt Sri Meranti 2: 81Ok H, J, K, L, M,N,P,Q,R",17,41
"299",2015,2,"Selangor","Petaling","Usj 8 (Subang Perdana
Goodyear Court 5)",10,41
"300",2015,2,"Selangor","Petaling","Tmn Puchong Permai 1 (
Flat 38 81Ok A )",19,41
"301",2015,2,"Perak","Kinta","Kg 8Aru Jelapang",19,40
"302",2015,2,"Perak","Kinta","Kg Temiang",14,40
"303",2015,2,"Selangor","Petaling","Seksyen 8 Teres 8 (Jin 8/14
- Jln 8/28)",15,40
"304",2015,2,"Perak","Kinta","Kg 8Aru Kuala Kuang",22,39
"305",2015,2,"Perak","Kinta","Tmn Perpaduan",17,39
"306",2015,2,"Selangor","Petaling","Kt Pju 1A Pprt C: 81Ok G, H",9,39
"307",2015,2,"Selangor","Petaling","Pjs 717,9,10",12,39
"308",2015,2,"Selangor","Petaling","Seksyen U5 ( Mutiara Subang Kaw Perindustrian A: Jln U5/11 - U5/17)",8,39
"309",2015,2,"Selangor","Petaling","Sri Ss 5B",5,39
"310",2015,2,"Selangor","Petaling","Taman Kinrara 5 (Teres
Taman Mawar)",20,39
"311",2015,2,"Perak","Kinta","8Andar Lahat 8Aru",12,38
"312",2015,2,"Perak","Kinta","K/8 Pasir Pinji 2",8,38
"313",2015,2,"Perak","Kinta","Tmn Pengkalan 8Arat",6,38
"314",2015,2,"Selangor","Hulu
Selangor","Apt Anggerik Tbr 8B",9,38
